name,text,pseudo_gloss
train/23February_2011_Wednesday_heute-3768,schnee ist ja mangelware bei uns in deutschland derzeit aber wir haben doch ein bisschen schnee,Schnee ja mangelware uns Deutschland derzeit wir haben doch Schnee
train/23February_2011_Wednesday_heute-3769,gucken sie nach norden hier nach oben kiel hamburg schleswig holstein niedersachsen liegt ein bisschen,gucken sie Norden hier oben Kiel Hamburg schleswig Holstein Niedersachsen liegen bisschen
train/23February_2011_Wednesday_heute-3770,auch hier in sachsen oder thüringen teilweise unten am alpenrand im süden baden württembergs und auch hier im hunsrück in rheinland pfalz,auch hier Sachsen Thüringen teilweise unten alpenrand Süden Baden württembergs auch hier Hunsrück rheinland Pfalz
train/23February_2011_Wednesday_heute-3771,aber es kommt kaum schnee dazu obwohl von westen die wolken heran drängen,es kommen kaum Schnee dazu Westen Wolke heran drängen
train/23February_2011_Wednesday_heute-3772,und morgen früh bringen sie dann tatsächlich im westen auch ein bisschen regen oder eben schnee,morgen früh bringen sie dann tatsächlich Westen auch Regen eben Schnee
train/23February_2011_Wednesday_heute-3773,und dann kann es äußerst glatt werden,dann es äußerst glatt
train/23February_2011_Wednesday_heute-3774,die temperaturen liegen dann so bei null grad im westen aber den richtigen frost den haben wir nochmal im osten mit minus zehn bis minus fünfzehn vielleicht auch bis minus siebzehn grad,temperaturen liegen dann so null Grad Westen richtig Frost der haben wir nochmal Osten minus zehn minus fünfzehn vielleicht auch minus siebzehn Grad
train/23February_2011_Wednesday_heute-3775,doch tagsüber wird sich der frost abschwächen sehr schnell und in der mitte und im westen wird es schon frostfrei während wir so von der ostsee bis zur lausitz noch das frostige wetter behalten und meist auch den herrlichen sonnenschein ähnlich wie heute genauso in bayern,tagsüber sich Frost abschwächen sehr schnell Mitte Westen es schon frostfrei wir so Ostsee lausitz noch frostig Wetter behalten meist auch herrlich Sonnenschein ähnlich heute genauso Bayern
train/23February_2011_Wednesday_heute-3776,aber im westen da bleibt den ganzen tag trüb es wird am vormittag noch etwas regnen teilweise auch schneien und dann kann es immer noch glatt werden,Westen da bleiben ganz Tag trüb es Vormittag noch etwas regnen teilweise auch schneien dann es immer noch glatt
train/23February_2011_Wednesday_heute-3777,der boden ist ja teilweise noch gefroren,Boden ja teilweise noch gefrieren
train/23February_2011_Wednesday_heute-3778,freitag entspannung es wird wieder trockener und etwas freundlicher,Freitag entspannung es wieder trocken etwas freundlich
train/23February_2011_Wednesday_heute-3779,aber am wochenende wird es wieder nasser und das heißt es regnet aber oberhalb von fünf sechshundert metern wird es auch schneien,Wochenende es wieder nass der heißen es regnen fünf sechshundert Meter es auch schneien
train/19November_2009_Thursday_tagesschau-3782,dank hochdruckeinfluss erwartet uns bis einschließlich samstag meist trockenes und teilweise freundliches wetter,Hochdruckeinfluss erwarten uns Samstag meist trocken teilweise freundlich Wetter
train/19November_2009_Thursday_tagesschau-3783,außerdem fließt für die jahreszeit ungewöhnlich milde luft heran so dass im süden deutschlands die zwanzig grad marke wieder in erreichbare nähe rückt,außerdem fließen Jahreszeit ungewöhnlich mild Luft heran so Süden Deutschland zwanzig grad Marke wieder erreichbar Nähe rücken
train/19November_2009_Thursday_tagesschau-3784,heute nacht ist es verbreitet klar oder nur locker bewölkt besonders in der südhälfte breiten sich einige nebelfelder aus die können sich morgen zum teil hartnäckig halten,heute Nacht es verbreiten klar nur locker bewölkt besonders Südhälfte breiten sich nebelfelder der sich morgen Teil hartnäckig halten
train/19November_2009_Thursday_tagesschau-3785,vor allem im westen und im süden tauchen auch mal wolken auf sonst wird es freundlich,alle Westen Süden tauchen auch mal Wolke sonst es freundlich
train/19November_2009_Thursday_tagesschau-3789,südlich der donau heute nacht werte um den gefrierpunkt am niederrhein bis neun grad,südlich Donau heute Nacht werte Gefrierpunkt Niederrhein neun Grad
train/19November_2009_Thursday_tagesschau-3790,morgen temperaturen von zehn bis siebzehn grad im süden örtlich noch wärmer,morgen temperaturen zehn siebzehn Grad Süden örtlich noch warm
train/19November_2009_Thursday_tagesschau-3791,am samstag in der südosthälfte eine mischung aus nebel wolken und sonne,Samstag Südosthälfte Mischung Nebel Wolken Sonne
train/19November_2009_Thursday_tagesschau-3792,richtung nordwesten mehr wolken aber meist trocken,richtung Nordwesten Wolke meist trocken
train/19November_2009_Thursday_tagesschau-3793,sonntag und montag unbeständig mit viel wolken die gebietsweise regen bringen,Sonntag Montag unbeständig Wolke Gebietsweise Regen bringen
train/19November_2009_Thursday_tagesschau-3794,dabei wird es kühler und windig,dabei es kühl windig
train/19September_2010_Sunday_tagesschau-3795,und nun die wettervorhersage für morgen montag den zwanzigsten september,nun Wettervorhersage morgen montag zwanzigster September
train/19September_2010_Sunday_tagesschau-3796,das hoch über mitteleuropa beschert der südhälfte deutschlands auch morgen ruhiges freundliches hochdruckwetter,der hoch Mitteleuropa bescheren Südhälfte Deutschland auch morgen ruhig freundlich hochdruckwetter
train/19September_2010_Sunday_tagesschau-3798,vor allem richtung küsten regnet es heute nacht,alle richtung küste regnen es heute nacht
train/19September_2010_Sunday_tagesschau-3799,im süden bildet sich in einigen flüssen nebel,Süden bilden sich fluß Nebel
train/19September_2010_Sunday_tagesschau-3800,am tag regnet es nördlich einer linie emsland uckermark an der nordsee zum teil länger in der mitte mal sonne mal wolken,Tag regnen es nördlich Linie Emsland uckermark Nordsee Teil lang Mitte mal Sonne mal Wolken
train/19September_2010_Sunday_tagesschau-3801,im süden neben wenigen quellwolken viel sonnenschein,Süden quellwolken Sonnenschein
train/19September_2010_Sunday_tagesschau-3803,heute nacht dreizehn grad auf sylt im süden muss mit bodenfrost gerechnet werden,heute Nacht dreizehn Grad Sylt Süden Bodenfrost rechnen
train/19September_2010_Sunday_tagesschau-3804,am tag vierzehn grad bei regen im norden und zweiundzwanzig grad bei sonne im südwesten,Tag vierzehn Grad regen norden zweiundzwanzig Grad Sonne Südwesten
train/19September_2010_Sunday_tagesschau-3805,am dienstag viel sonne sobald sich der nebel gelichtet hat im norden sonne wolken und einzelne schauer,Dienstag Sonne sich Nebel lichten Norden Sonne Wolken einzeln Schauer
train/19September_2010_Sunday_tagesschau-3806,am mittwoch freundliches wetter nur wenige wolken am donnerstag erst sonne später nehmen im westen die wolken zu am nachmittag einzelne schauer und gewitter,Mittwoch freundlich Wetter nur Wolke Donnerstag erst Sonne spät nehmen Westen Wolke Nachmittag einzeln Schauer Gewitter
train/14April_2010_Wednesday_tagesschau-3807,und nun die wettervorhersage für morgen donnerstag den fünfzehnten april,nun Wettervorhersage morgen Donnerstag fünfzehnter April
train/14April_2010_Wednesday_tagesschau-3808,im norden und nordwesten deutschlands sorgt das hoch über dem atlantik für freundliches wetter,Norden Nordwesten Deutschland sorgen der hoch Atlantik freundlich Wetter
train/14April_2010_Wednesday_tagesschau-3810,in der nacht ist es im norden und nordwesten oft klar sonst regnet es mancherorts vor allem in der mitte,Nacht es Norden Nordwesten oft klar sonst regnen es mancherorts alle Mitte
train/14April_2010_Wednesday_tagesschau-3811,im höheren bergland schneit es teilweise,hoch bergland schneien es teilweise
train/14April_2010_Wednesday_tagesschau-3812,am tag im norden und nordwesten viel sonne sonst ist es unterschiedlich dicht bewölkt vor allem in der mitte regnet es gebietsweise,Tag Norden Nordwesten Sonne sonst es unterschiedlich dicht bewölkn alle Mitte regnen es gebietsweise
train/14April_2010_Wednesday_tagesschau-3813,auf den bergen ist weiterhin schnee mit dabei,berge weiterhin Schnee dabei
train/14April_2010_Wednesday_tagesschau-3814,der wind weht schwach bis mäßig aus nord bis nordost,Wind wehen schwach mäßig Nord Nordost
train/14April_2010_Wednesday_tagesschau-3815,heute nacht sieben bis null grad wo es länger aufklart ist leichter frost möglich,heute Nacht sieben null Grad es lang aufklaren leicht Frost möglich
train/14April_2010_Wednesday_tagesschau-3816,am tag werte zwischen sechs und sechzehn grad,Tag weren zwischen sechs sechzehn Grad
train/14April_2010_Wednesday_tagesschau-3817,am freitag regnet es südlich der donau ab und an noch etwas sonst ist es meist freundlich,Freitag regnen es südlich Donau an noch etwas sonst es meist freundlich
train/14April_2010_Wednesday_tagesschau-3818,am samstag viel sonne vor allem ganz im süden sowie an den küsten ist es mitunter wolkig aber auch dort kaum regen,Samstag Sonne alle ganz Süden Küste es mitunter wolkig auch dort kaum Regen
train/14April_2010_Wednesday_tagesschau-3819,an den küsten ist es windig,Küste es windig
train/14April_2010_Wednesday_tagesschau-3820,am sonntag scheint im süden häufig die sonne in der nordhälfte regnet es hier und da teilweise ist schnee mit dabei,Sonntag scheinen Süden häufig Sonne Nordhälfte regnen es hier da teilweise Schnee dabei
train/13January_2010_Wednesday_tagesschau-3821,und nun die wettervorhersage für morgen donnerstag den vierzehnten januar,nun Wettervorhersage morgen Donnerstag vierzehnter Januar
train/13January_2010_Wednesday_tagesschau-3822,in den südwesten deutschlands strömt etwas mildere luft,Südwesten Deutschland strömen etwas mild Luft
train/13January_2010_Wednesday_tagesschau-3823,gleichzeitig bleibt aber das hoch über skandinavien erhalten sodass diese luft nicht weiter nordostwärts vorankommt,gleichzeitig bleiben aber der hoch Skandinavien erhalten Luft weiter nordostwärts vorankommen
train/13January_2010_Wednesday_tagesschau-3824,in der nacht schneit es vor allem in der südwesthälfte gebietsweise stellenweise ist gefrierender regen möglich,Nacht schneien es alle Südwesthälfte gebietsweise stellenweise gefrierend Regen möglich
train/13January_2010_Wednesday_tagesschau-3825,vorsicht wegen glätte,Vorsicht glätte
train/13January_2010_Wednesday_tagesschau-3826,am tag meist dichte wolken nur vereinzelt etwas sonne hier und da fällt noch etwas schnee richtung südwesten teilweise noch gefrierender regen,Tag meist dicht Wolke nur vereinzelt Sonne hier da fallen noch Schnee Richtung Südwesten teilweise noch gefrierend Regen
train/13January_2010_Wednesday_tagesschau-3827,im süden weht der wind schwach richtung norden mäßig an den küsten weht er frisch,Süden wehen Wind schwach richtung Norden mäßig Küste wehen er frisch
train/13January_2010_Wednesday_tagesschau-3828,heute nacht null grad im breisgau minus dreizehn grad im thüringer becken,heute Nacht null Grad Breisgau dreizehn Grad Thüringer Becken
train/13January_2010_Wednesday_tagesschau-3829,am tag plus vier grad im breisgau und minus fünf grad in teilen thüringens und sachsens,Tag vier Grad Breisgau minus fünf Grad Teil thüringens sachsens
train/13January_2010_Wednesday_tagesschau-3830,die aussichten am freitag ist es meist trüb es fallen nur vereinzelt ein paar flocken in der mitte und im süden hier und da sonne,Aussicht Freitag es meist trüb es fallen nur vereinzelt flocken Mitte Süden hier da Sonne
train/13January_2010_Wednesday_tagesschau-3831,auch am samstag einzelne flocken insgesamt aber etwas mehr sonne,auch Samstag einzeln Flocken insgesamt aber Sonne
train/13January_2010_Wednesday_tagesschau-3832,im laufe des sonntags kommt von westen schnee auf im südwesten regen,laufe Sonntags kommen Westen Schnee Südwesten Regen
train/14February_2010_Sunday_tagesschau-3833,und nun die wettervorhersage für morgen montag den fünfzehnten februar,nun Wettervorhersage morgen Montag fünfzehnter Februar
train/14February_2010_Sunday_tagesschau-3835,das tief das morgen in richtung schottland zieht sorgt dafür dass es bei uns in den kommenden tagen von südwesten her langsam milder wird,tief der morgen richtung Schottland ziehen sorgen dafür es uns kommend Tag Südwesten her langsam mild
train/14February_2010_Sunday_tagesschau-3836,in der nacht kann es vor allem in den westlichen mittelgebirgen sowie ganz im norden noch etwas schneien,Nacht es alle westlich Mittelgebirge ganz Norden noch etwas schneien
train/14February_2010_Sunday_tagesschau-3837,am tag liegen die wolken mal mehr mal weniger dicht beieinander im westen und nordosten schneit es mancherorts noch leicht,Tag liegen Wolke mal mehr mal weniger dicht beieinander Westen Nordosten schneien es mancherorts noch leicht
train/14February_2010_Sunday_tagesschau-3838,die sonne zeigt sich ab und an vor allem im süden sowie vom erzgebirge bis zur nordsee,Sonne zeigen sich ab an alle Süden erzgebirge Nordsee
train/14February_2010_Sunday_tagesschau-3839,der wind weht schwach an der nordsee auch mäßig,Wind wehen schwach Nordsee auch mäßig
train/14February_2010_Sunday_tagesschau-3840,heute nacht minus drei grad an der ostsee und stellenweise minus fünfzehn grad wo es länger aufklart,heute Nacht minus drei Grad Ostsee stellenweise minus fünfzehn Grad es lang aufklaren
train/14February_2010_Sunday_tagesschau-3841,vorsicht wegen glätte,Vorsicht glätte
train/14February_2010_Sunday_tagesschau-3842,am tag minus sechs bis plus ein grad am kältesten wird es am rhein,Tag sechs plus grad kält es rhein
train/14February_2010_Sunday_tagesschau-3843,am dienstag kann es im nordwesten etwas schnee oder gefrierenden regen geben sonst teils sonne teils wolken oder nebel,Dienstag es Nordwesten Schnee gefrierend Regen geben sonst teils Sonne teils Wolke Nebel
train/18January_2010_Monday_heute-3846,mal schnee mal regen mal eisregen mal sonnenschein,mal Schnee mal regen mal eisregen mal Sonnenschein
train/18January_2010_Monday_heute-3847,das winterwetter zieht derzeit alle register und damit schönen guten abend meine damen und herren,Winterwetter ziehen derzeit Register damit schön gut abend damen herren
train/18January_2010_Monday_heute-3850,es kann nach wie vor glatt sein auf unseren straßen auch in dieser nacht,es nach vor glatt Straße auch Nacht
train/18January_2010_Monday_heute-3851,da erwarten wir gefährlichen eisregen vor allen dingen in norddeutschland,da erwarten wir gefährlich eisregen dingen Norddeutschland
